Date,MSFT,TSLA,GME,AMC,BB,NOK,BABA,AAPL,GOOGL,DIS,SNAP,SPOT,NVDA,F,BA,META,MCD,V,WMT,JNJ,JPM,T,VZ,PG,MRK,KO,PFE,XOM,GE,WFC,CSCO,INTC,CMCSA,PEP
2021-01-04 00:00:00-05:00,-0.021749860083767333,0.014330167048804455,-0.09210526315789473,-0.08636366050105397,-0.017910431190332192,-0.025062632680088372,0.005960291847751104,-0.030781908918791727,-0.019244280728426846,-0.025128947487611755,-0.016851675203476368,-0.020225610094355286,0.0007058685717434707,-0.0329171337162826,-0.03466666085379464,-0.021253353096421353,-0.019907707413420902,-0.011305359787350986,0.015453885518901811,-0.004706216403663572,-0.012784292183670371,0.0017012249008320902,-0.001865682022721235,-0.013174826647880415,-0.012682979911334482,-0.0278238828725576,-0.0016272731307802448,0.0012062541891495835,-0.038567558629428976,-0.020448513790407522,-0.007898945564676367,-0.004409725864794678,-0.03385616868959467,-0.018638122146502182
2021-01-05 00:00:00-05:00,0.0029457765158338784,0.015822343214077102,0.0011527641108891795,-0.005025120811725401,0.022658625069562763,0.012531316340044098,0.04955245882342047,0.016448096262135285,0.008672023917456471,0.012712857729628975,0.019452946886580814,0.013700368630794412,0.023282910808228034,0.02125139856277795,0.033652433353473184,0.009989163183214548,0.0061851893475091966,-0.008321404799009606,-0.005798131433333221,0.013375976562500027,0.005280451823262893,-0.00813566994508655,-0.004757029840187139,0.005145238255051083,0.005330403758757172,-0.0028664536715128646,0.012799493202110008,0.03967494840722257,0.03259832463181056,0.014622815946372549,0.006868114353584214,0.02345803497502614,-0.0035885228413746334,0.004372802054529412
2021-01-06 00:00:00-05:00,0.00037706476761608255,-0.00330921930077775,0.0588235552934204,-0.009852207491816546,0.0,0.0074812297403674625,-0.031240674327429652,-0.008769204007809476,0.013303808801072332,0.004486248093934991,0.014457321841755391,0.019729966575844787,-0.0459822966896997,0.005688303862554466,0.0038530946336707513,0.004999990681655534,-0.0014197967223140318,-0.005519213834083218,0.01082092055859238,0.016471611850733578,0.01285800820882405,0.014280776970300084,0.008161869257400287,0.01001656948081738,0.022338082539097814,-0.02790072597423417,0.001085992366048489,0.0045035073998341965,0.048938128665393474,0.024764859486700635,0.00611829710465958,0.01308485062215353,0.029316011252425295,0.008893869719214374
2021-01-07 00:00:00-05:00,0.019856102286073842,0.04939371609362272,-0.021115289883441062,-0.014423063697193721,0.045925917448820894,-0.004987585586913949,-0.010509806322306406,0.019943888644600744,0.02755455885895402,-0.005125337988553273,0.04150943825076995,0.04385075227790684,0.029034118380900857,0.013422913295959328,-0.003186619231108337,0.010680693505379483,-0.0058156152615371276,0.007587184889282737,-0.006570933835440685,0.008616321491745283,0.0013264991712191277,-0.003664251620412941,0.004461958460454413,-0.0064400278818203625,0.017807390845452707,-0.0025953497248795273,0.0005399691487395406,-0.0008889092339407982,-0.02508644860232851,-0.004466989806420517,0.01719453186458865,0.013594813078728712,0.00916332823668501,-0.0023807600567399695
2021-01-08 00:00:00-05:00,0.0042985296912822915,0.028060698177277105,-0.026952682227329935,0.02392353721925213,0.047091435244884614,-0.002538068608636401,0.03646654985314387,-0.0028693622671544057,0.011630924075599847,-0.0006710761077449214,-0.013101268181569594,0.05405965776585821,-0.006417198645053578,-0.010989052448102872,-0.017368132125211933,-0.0027579674298696243,0.01395021750046252,0.005976555027502797,-0.0017020696601926825,-0.0029281741747434315,0.0003677506163777135,-0.004118089748513999,-0.007384515001822907,0.0023109125630733788,-0.015882417495147443,0.02098746906610597,-0.0008072868519929461,0.005752175158067144,0.004428695279189165,-0.012496339661273866,0.01303960964531817,-0.015252606776429513,0.023431300454218647,0.012002466767927647
2021-01-11 00:00:00-05:00,-0.004485722168093294,-0.044984685342174306,0.027305548212880157,0.01851850012202395,0.0013089305047901852,0.007812492724042219,-0.011004779671442887,-0.0016255647488080793,-0.01166558674236498,0.007538657315840366,0.0485923723120949,-0.017111324561934226,0.015109427762575678,0.04847805081439161,0.01851940368143935,-0.01397425712112917,-0.003998329187753339,-0.005000968828953452,0.008835570452964483,-0.007411574859871142,0.025783929064432533,0.004523274637141948,-0.005021660874932363,-0.0064864424971846045,0.01796406612241014,-0.008297079767039597,0.01477698062929197,0.03996445826980451,0.030603108110470862,0.018382423408029917,0.004651142356048164,0.004874244405098409,-0.004252052832744507,-0.013469433158706004
2021-01-12 00:00:00-05:00,-0.0072517659317263864,0.022190135308551445,-0.0005009179354612821,0.02232140718902261,-0.007802333203262409,0.017766540772783522,-0.01219427050947059,0.002334654099282556,-0.004543471192757793,-0.007388592983900472,0.0222745294285719,0.008750028388444768,-0.01946911727471418,0.051612852945371865,0.008516863380632997,-0.021587532398838802,-0.009780505938567238,-0.016388790560217633,-0.00020133408924094358,-0.006408979282369988,0.005593794934309781,-0.004156515853375627,-0.00017464878907838354,-0.005803431384377808,-0.0238487342671058,0.001398874771053475,-0.013793115311415381,0.008849599488930224,0.023457934194196412,-0.0017647462732651334,0.010816814276365862,0.025818884647233097,-0.024956181929149397,-0.0014122163393043212
2021-01-13 00:00:00-05:00,0.010840071110718224,0.0019349582201261637,0.5377081048585923,-0.06437762311608386,-0.027450985036476173,0.017902795832784868,0.02331043121440954,0.01654244310098529,0.011538172061818185,0.009862392665701793,-0.058502197265625,-0.0027011564408225574,0.00309496668063994,-0.013118074313075238,0.00028970706807165877,0.0003577671906134215,0.005594768646781166,-0.0002865076049116351,-0.008739516314338258,-0.002148747690520514,0.012699399755621666,-0.006252186309152192,-0.002796222369779046,0.0011669467264612532,-0.012354586343233994,0.003601446715174043,-0.003783767287795542,-0.002266651826055428,-0.017826855147494287,-0.0005913795962195731,0.0015455882845923459,-0.042857130034630896,0.010882727270281091,0.010416675677195224
2021-01-14 00:00:00-05:00,-0.013385203745219586,0.0019089090527772917,0.047781561762492285,-0.018018000602490186,0.21304918495769928,-0.0072814887874979245,-0.00949819352755141,-0.01444953628097826,-0.010263760237192788,-0.020224857025892013,-0.08011258009164578,-0.02124684853874301,-0.02760587520142729,0.036697211139498746,0.005364291450700239,-0.030623499186057394,-0.016973154172181565,-0.04136394743272343,-0.005750277779727605,0.00124647523867954,0.004840149826987715,0.022338545061134116,0.0026366941024470996,-0.011860508701829326,-0.0030332274560682807,-0.018540675996907185,-0.0008156275229069656,0.03731961594414466,0.004306629766526718,0.01995891726641492,0.006240307569857499,0.013686898658995228,-0.011562958893975161,0.0019790697466239644
2021-01-15 00:00:00-05:00,-0.004074608273547814,-0.03032867001815581,-0.07768255515924155,0.059090851456667044,-0.07865169743308029,-0.002445043645171584,-0.011329921974143401,-0.012734892104317148,-0.0008097037366834623,-0.00873081545811085,-0.007692295538060784,-0.032958375230563566,-0.027857556641968304,-0.020916338540325364,-0.022205203103778968,0.013957268249518323,0.009328280184734195,0.00024810485969803983,-0.003444949718221262,0.0,0.0088045316041148,0.007599279474173084,0.010567141629406496,-0.003475055236252229,0.01881712524972843,-0.009357182382026999,0.0005452687458361168,-0.020854640379182804,-0.023275931613338966,-0.03143896184887796,0.010453764018546035,-0.021580232387344547,-0.010566967434221152,-0.0004241609041228021
